Name,Worth,Age,Country,Self_Made,dropped_out,bachelors_degree,masters_degree,MBA,phd_or_professional_degree,other_degrees,joining_year,no_of_times_on_list,no_of_times_left,no_of_comebacks,longest_time_away,Sector,Gender,detail1,detail2,number_of_degress,presence_on_list,Continent/Region
Liu Zhendong,1,n/a,China,Y,,,,,,,2017,1,0,0,0,Retail,,"industrial parks, Self Made",NA,NA,100%,Asia
William Macaulay,1,71,United States,Y,N,Y,N,Y,N,NA,2009,9,0,0,0,Energy,,"energy investments, Self Made","Bachelor of Arts / Science, City College of New York; Master of Business Administration, University of Pennsylvania Wharton School",2,100%,North America
George Marcus,1,75,United States,Y,,,,,,,2016,2,0,0,0,Real Estate,,"real estate, Self Made",NA,NA,100%,North America
David McMurtry,1,76,United Kingdom,Y,,,,,,,2015,3,0,0,0,Manufacturing,,"manufacturing, Self Made",NA,NA,100%,Europe
Mi Enhua,1,58,China,Y,,,,,,,2017,1,0,0,0,Retail,,"retail, Self Made",NA,NA,100%,Asia
Lowell Milken,1,68,United States,Y,N,Y,N,N,Y,NA,2008,2,1,1,8,Investments,,"investments, Self Made","Bachelor of Arts / Science, University of California Berkeley; LLB, University of California, Los Angeles",2,20%,North America
Azad Moopen,1,63,India,Y,,,,,,,2015,3,0,0,0,Health care,,"healthcare, Self Made",NA,NA,100%,Asia
Jannie Mouton,1,70,South Africa,Y,,,,,,,2017,1,0,0,0,Finance,,"financial services, Self Made",NA,NA,100%,Africa
Nan Cunhui,1,53,China,Y,,,,,,,2014,4,0,0,0,Manufacturing,,"power equipment, Self Made",NA,NA,100%,Asia
Simon Nixon,1,49,United Kingdom,Y,,,,,,,2017,1,0,0,0,Software,,"price comparison website, Self Made",NA,NA,100%,Europe
Kentaro Ogawa,1,68,Japan,Y,,,,,,,2017,1,0,0,0,Food and Beverage,,"restaurants, Self Made",NA,NA,100%,Asia
Jonathan Oringer,1,42,United States,Y,N,Y,Y,N,N,NA,2014,3,1,1,1,Technology,,"stock photos, Self Made","Bachelor of Arts / Science, SUNY Stony Brook; Master of Science, Columbia University",2,75%,North America
Erik Paulsson,1,75,Sweden,Y,,,,,,,2017,1,0,0,0,Construction and Engineering,,"construction, real estate, Self Made",NA,NA,100%,Europe
Pierre Karl Péladeau,1,55,Canada,N,,,,,,,2017,1,0,0,0,Media,,communications,NA,NA,100%,North America
Boris Rotenberg,1,60,Russia,Y,N,Y,N,N,N,NA,2013,4,1,1,1,Construction and Engineering,,"construction, pipes, chemicals, Self Made","Bachelor of Arts / Science, Leningrad Institute of Physical Culture",1,80%,Europe
John Schnatter,1,55,United States,Y,N,Y,N,N,N,NA,2017,1,0,0,0,Food and Beverage,,"Papa John's, Self Made","Bachelor of Arts / Economics, Ball State University",1,100%,North America
Martin Selig,1,79,United States,Y,N,Y,N,N,N,NA,2016,2,0,0,0,Real Estate,,"real estate, Self Made","Bachelor of Arts / Science, University of Washington",1,100%,North America
Evan Sharp,1,34,United States,Y,N,Y,N,N,N,NA,2016,2,0,0,0,Software,,"Pinterest, Self Made","Bachelor of Arts / Science, University of Chicago",1,100%,North America
Eric Ya Shen,1,46,China,Y,,,,,,,2017,1,0,0,0,Fashion and Retail,,"online apparel retail, Self Made",NA,NA,100%,Asia
Albert Shigaboutdinov,1,62,Russia,Y,N,Y,N,N,N,NA,2013,4,1,1,1,Diversified,,"refinery, chemicals, Self Made","Bachelor of Arts / Science, Kazan State Technical University",1,80%,Europe
Edgar Sia,1,40,Philippines,Y,,,,,,,2017,1,0,0,0,Food and Beverage,,"fast food, Self Made",NA,NA,100%,Asia
O. Bruton Smith,1,90,United States,Y,,,,,,,2007,3,1,1,8,Automotive,,"Nascar racetracks, Self Made",NA,NA,27%,North America
Terry Snow,1,73,Australia,Y,,,,,,,2017,1,0,0,0,Real Estate,,"airports, property, Self Made",NA,NA,100%,Oceania
Axel Stawski,1,66,United States,Y,,,,,,,2017,1,0,0,0,Real Estate,,"real estate, Self Made",NA,NA,100%,North America
Michael Steinhardt,1,76,United States,Y,,,,,,,2014,4,0,0,0,Finance,,"finance, Self Made",NA,NA,100%,North America
Rustem Sulteev,1,63,Russia,Y,N,Y,N,N,N,NA,2013,4,1,1,1,Oil,,"refinery, chemicals, Self Made","Bachelor of Arts / Science, Kazan Institute of Civil Engineering",1,80%,Europe
Tang Shing-bor,1,83,Hong Kong,Y,,,,,,,2017,1,0,0,0,Real Estate,,"real estate, Self Made",NA,NA,100%,Asia
Alexander Tedja,1,71,Indonesia,Y,,,,,,,2013,2,1,1,3,Real Estate,,"real estate, Self Made",NA,NA,40%,Asia
Mustafa Latif Topbas,1,73,Turkey,Y,,,,,,,2010,8,0,0,0,Food and Beverage,,"food manufacturing, retail, Self Made",NA,NA,100%,Middle East
Surin Upatkoon,1,67,Thailand,N,N,N,N,N,N,N,2014,4,0,0,0,Diversified,,"telecom, lotteries, insurance",High School,1,100%,Asia
Murat Vargi,1,69,Turkey,Y,,,,,,,2007,11,0,0,0,Telecom,,"telecom, Self Made",NA,NA,100%,Middle East
Alexander Vik,1,62,Norway,N,N,Y,N,N,N,NA,2014,4,0,0,0,Finance,,investments,"Bachelor of Arts / Science, Harvard University",1,100%,Europe
Wang Jinshu,1,60,China,Y,,,,,,,2013,4,1,1,1,Manufacturing,,"chemicals, Self Made",NA,NA,80%,Asia
Wang Junmin,1,48,China,Y,,,,,,,2013,5,0,0,0,Health care,,"pharmaceuticals, Self Made",NA,NA,100%,Asia
Wang Qunbin,1,47,China,Y,N,Y,N,N,N,NA,2017,1,0,0,0,Retail,,"conglomerate, Self Made","Bachelor of Arts / Science, Fudan University",1,100%,Asia
Wang Yong,1,66,China,Y,N,N,N,N,N,N,2013,4,1,1,1,Food and Beverage,,"food sweeteners, Self Made","Diploma, High School",1,80%,Asia
Wei Shaojun,1,54,China,Y,,,,,,,2013,5,0,0,0,Real Estate,,"real estate, Self Made",NA,NA,100%,Asia
David Shou-Yeh Wong,1,76,Hong Kong,Y,,,,,,,2017,1,0,0,0,Finance,,"banking, Self Made",NA,NA,100%,Asia
Wu Chung-Yi,1,58,Taiwan,N,,,,,,,2012,6,0,0,0,Manufacturing,,manufacturing,NA,NA,100%,Asia
Yao Xinyi,1,52,China,Y,,,,,,,2016,2,0,0,0,Manufacturing,,"air conditioning, Self Made",NA,NA,100%,Asia
Fatma Yazici,1,43,Turkey,N,,,,,,,2015,3,0,0,0,Diversified,,diversified,NA,NA,100%,Middle East
Zhang Changhong,1,59,China,Y,,,,,,,2011,5,1,1,2,Finance,,"financial information service, Self Made",NA,NA,71%,Asia
Zhang Cheng Fei,1,49,China,Y,,,,,,,2007,5,2,2,5,Manufacturing,,"paper & related products, Self Made",NA,NA,45%,Asia
"Zhou Yifeng, lpg",1,38,China,Y,,,,,,,2017,1,0,0,0,Oil,,"liquefied petroleum gas, Self Made",NA,NA,100%,Asia
Abdul Rasyid,1.1,58,Indonesia,Y,,,,,,,2016,1,1,0,0,Agriculture,male,"timber, palm oil, Self Made",NA,NA,50%,Asia
Abdulsamad Rabiu,1.2,55,Nigeria,N,,,,,,,2014,3,1,0,0,Retail,male,"cement, sugar",NA,NA,75%,Africa
Achmad Hamami,2.2,85,Indonesia,Y,,,,,,,2012,5,1,0,0,Manufacturing,male,"heavy equipment, Self Made",NA,NA,83%,Asia
Ahsen Ozokur,1.2,64,Turkey,N,,,,,,,2008,7,2,1,1,Retail,female,food manufacturing,NA,NA,70%,Middle East
Alan Auerbach,1.2,45,United States,Y,N,Y,Y,N,N,NA,2015,1,1,0,0,Technology-Medical,male,"biotechnology, Self Made","Bachelor of Arts / Science, Boston University; Master of Science, University of Southern California",2,33%,North America
Alan Casden,1.6,66,United States,Y,N,Y,N,N,N,NA,2007,6,1,0,0,Real Estate,male,"real estate, Self Made","Bachelor of Arts / Science, University of Southern California",1,55%,North America
Albert Blokker,1.4,68,Belgium,N,,,,,,,2014,1,1,0,0,Retail,male,retail,NA,NA,25%,Europe
Albert Gubay,1.1,81,United Kingdom,N,,,,,,,2007,4,1,0,0,Real Estate,male,real estate,NA,NA,36%,Europe
Albert Ueltschi,1.8,94,United States,Y,Y,N,N,N,N,NA,2007,6,1,0,0,Service,male,"FlightSafety, Self Made","Drop Out, University of Kentucky",0,55%,North America
Albert von Thurn und Taxis,2,30,Germany,N,N,Y,Y,N,N,NA,2007,8,1,0,0,Investments,male,diversified,"Master of Arts, University of Edinburgh; Bachelor of Arts / Science, University of Edinburgh",2,73%,Europe
Alberto Benavides,2,92,Peru,Y,N,N,Y,N,N,NA,2013,1,1,0,0,Metals and Mining,male,"mining, Self Made","Master of Science, Harvard University",1,20%,South America
Alberto Bombassei,1.2,75,Italy,Y,,,,,,,2014,3,1,0,0,Retail,male,"automotive brakes, Self Made",NA,NA,75%,Europe
Alexander Girda,1,49,Russia,Y,N,Y,N,N,N,NA,2011,1,1,0,0,Retail,male,"retail, Self Made","Bachelor of Science in Engineering, Riga Institute of Civil Aviation",1,14%,Europe
Alexander Knaster,1.1,55,United States,Y,N,Y,N,Y,Y,NA,2007,7,2,1,1,Energy,male,"oil, telecom, banking, Self Made","Doctorate, Russian Academy of Economics; Master of Business Administration, Harvard University; Bachelor of Arts / Science, Carnegie Mellon University",3,64%,North America
Alexander Lebedev,3.7,52,Russia,Y,N,Y,N,N,N,NA,2007,5,2,1,1,Investments,male,"investments, banking, Self Made","Bachelor of Arts / Science, Moscow Institute of International Relations",1,45%,Europe
Alexander Lutsenko,1.1,52,Russia,Y,,,,,,,2013,2,2,1,1,Agriculture,male,"agribusiness, Self Made",NA,NA,40%,Europe
Alexander Putilov,1.1,61,Russia,Y,N,Y,N,N,N,NA,2011,3,2,1,1,Energy,male,"oil, Self Made","Bachelor of Arts / Science, Tyumen Industrial Institute",1,43%,Europe
Alexander Samwer,1.7,40,Germany,Y,N,N,Y,Y,N,NA,2015,1,1,0,0,Technology,male,"tech startups, Self Made","Master of Arts, Oxford University; Master of Business Administration, Harvard Business School",2,33%,Europe
Alexander Shchukin,1.8,60,Russia,Y,N,Y,N,N,N,NA,2011,1,1,0,0,Metals and Mining,male,"coal, Self Made","Bachelor of Science in Engineering, Moscow Institute of Mining",1,14%,Europe
Alexander Shnaider,1.8,41,Canada,Y,N,Y,N,N,N,NA,2007,4,1,0,0,Metals and Mining,male,"steel, Self Made","Bachelor of Arts / Science, York University",1,36%,North America
Alexander Vagin,1.3,52,Russia,Y,N,Y,N,N,N,NA,2011,1,1,0,0,Metals and Mining,male,"coal, Self Made","Bachelor of Arts / Science, Kuzbass Polytechnic Institute",1,14%,Europe
Alexei Semin,1.15,46,Russia,Y,N,Y,N,N,N,NA,2014,1,1,0,0,Real Estate,male,"real estate, Self Made","Bachelor of Arts / Science, Kazan State University",1,25%,Europe
Alfred West Jr,1.4,65,United States,Y,N,Y,N,N,N,NA,2007,2,1,0,0,Finance,male,"self made, Finance","Georgia Institute of Technology, Bachelor of Arts / Science;University of Pennsylvania Wharton School;Master of Business Administratio",3,18%,North America
Ali Metin Kazanci,1.4,78,Turkey,Y,,,,,,,2011,3,1,0,0,Energy,male,"energy, Self Made",NA,NA,43%,Middle East
Allan Slaight,1.2,81,Canada,Y,,,,,,,2013,2,1,0,0,Media,male,"broadcasting, Self Made",NA,NA,40%,North America
Amar Bose,1.5,81,United States,Y,N,Y,N,N,Y,NA,2007,3,2,1,2,Technology,,"Bose, Self Made","Bachelor of Arts / Science, Massachusetts Institute of Technology; Doctorate, Massachusetts Institute of Technology",2,27%,North America
Amit Burman,1.1,45,India,N,N,Y,Y,Y,N,NA,2015,1,1,0,0,Retail,,consumer goods,"Master of Business Administration, Judge Business School; Bachelor of Arts / Science, Lehigh University; Master of Science, Columbia University",3,33%,Asia
Anacleto Angelini,6,93,Chile,N,,,,,,,2007,1,1,0,0,Energy,male,Diversified,NA,NA,9%,South America
Anand Jain,3.4,53,India,Y,N,Y,N,N,N,NA,2008,2,2,1,1,Diversified,,"diversified, Self Made","Bachelor of Arts / Science, University of Bombay",1,20%,Asia
Anatoly Sedykh,1.2,49,Russia,Y,N,Y,N,N,N,NA,2007,7,2,1,1,Manufacturing,male,"steel pipes, Self Made","Bachelor of Science in Engineering, Moscow Institute of Steel and Alloys",1,64%,Europe
Anatoly Skurov,2.3,60,Russia,Y,N,Y,N,N,N,NA,2011,3,1,0,0,Metals and Mining,,"coal, fertilisers, Self Made","Bachelor of Science in Engineering, Tula Polytechnical Institute",1,43%,Europe
Andreas Pohl,1,50,Germany,N,,,,,,,2015,1,1,0,0,Investments,,mutual funds,NA,NA,33%,Europe
Andrei Filatov,1.1,42,Russia,Y,N,Y,N,N,N,NA,2011,4,1,0,0,Real Estate,male,"ports, railway transport, Self Made","Bachelor of Arts / Science, Belarusian Academy of Physical Culture and Sports",1,57%,Europe
Andrei Klyamko,2.7,52,Russia,Y,,,,,,,2011,4,1,0,0,Manufacturing,male,"steel, Self Made",NA,NA,57%,Europe
Andrei Komarov,1.3,44,Russia,Y,N,Y,N,N,N,NA,2008,2,2,1,2,Manufacturing,,"manufacturing, Self Made","Bachelor of Arts / Science, Moscow Institute of Chemi",1,20%,Europe
Andrei Kuzyaev,1.1,48,Russia,Y,N,Y,N,N,N,NA,2011,2,2,1,2,Media,male,"telecom, oil service, real estate, Self Made","Bachelor of Arts / Science, Perm State University",1,29%,Europe
Andrei Rogachev,1.5,47,Russia,Y,N,Y,N,N,N,NA,2008,2,2,1,2,Retail,,"retail, Self Made","Bachelor of Science in Engineering, Leningrad Meteorological Institute",1,20%,Europe
Andrew Gotianun,1.2,86,Philippines,Y,,,,,,,2013,2,1,0,0,Real Estate,male,"real estate, Self Made",NA,NA,40%,Asia
Andrey Verevskiy,1.1,38,Ukraine,Y,N,Y,N,N,N,NA,2011,3,1,0,0,Agriculture,,"agriculture, Self Made","Bachelor of Arts / Science, National Agricultural University",1,43%,Europe
Anne Cox Chambers,12.6,95,United States,N,N,Y,N,N,N,NA,2007,9,1,0,0,Media,female,media,"Bachelor of Arts / Science, Finch College",1,82%,North America
Anne Windfohr Marion,1.3,70,United States,N,,,,,,,2007,3,1,0,0,Oil,female,Oil & Gas,NA,NA,27%,North America
Anneliese Brost,1.3,87,Germany,N,,,,,,,2007,2,1,0,0,Media,female,Newspapers,NA,NA,18%,Europe
Anthony O'Reilly,1.7,71,Ireland,N,N,Y,N,N,Y,NA,2007,2,1,0,0,Media,male,"selfmade, food, media","University of Dublin, Bachelor of Arts / Science; University of Bradford England, Doctorate",2,18%,Europe
"Anton Kathrein, Jr.",1.35,31,Germany,N,,,,,,,2014,3,1,0,0,Retail,male,antennas,NA,NA,75%,Europe
Anton Schlecker,3.8,66,Germany,Y,N,N,N,N,N,Y,2007,5,1,0,0,Retail,,"retail, Self Made",Wenzhou Normal College,1,45%,Europe
Antonio Ermirio de Moraes,3.9,85,Brazil,N,N,Y,N,N,N,NA,2007,8,1,0,0,Manufacturing,male,diversified,"Bachelor of Arts / Science, Colorado School of Mines",1,73%,South America
Antonio Jose Carneiro,1.1,70,Brazil,Y,N,N,N,N,N,N,2012,2,1,0,0,Energy,,"electricity distribution, Self Made","High School Graduate, High School",1,33%,South America
Anu Aga,1.1,72,India,N,N,Y,N,N,N,NA,2008,3,3,2,3,Construction and Engineering,,engineering,"Bachelor of Arts / Science, Bombay University",1,30%,Asia
Anurag Dikshit,1.6,37,India,Y,,,,,,,2007,3,1,0,0,Gaming,male,"self made, online gambling",NA,NA,27%,Asia
Arthur Rock,1,81,United States,Y,N,Y,N,Y,N,NA,2007,2,1,0,0,Investments,male,"self made, Venture Capital","Syracuse University, Bachelor of Arts / Science ; Harvard University, Master of Business Administration",2,18%,North America
Arthur Williams Jr,1.7,65,United States,Y,N,Y,Y,N,N,NA,2007,2,1,0,0,Investments,male,"self made, Insurance","Mississippi State University, Bachelor of Arts / Science; Auburn University, Master of Science",2,18%,North America
Arzuhan Dogan Yalcindag,1,NA,Turkey,N,,,,,,,2008,1,1,0,0,Media,female,Media,NA,NA,10%,Middle East
Asim Kibar,1,74,Turkey,Y,,,,,,,2007,1,1,0,0,Diversified,male,"self made, Diversified",NA,NA,9%,Middle East
Aubrey McClendon,1.5,52,United States,Y,N,Y,N,N,N,NA,2007,5,2,1,1,Oil,male,"self made, Oil & Gas","Duke University, Bachelor of Arts / Science",1,45%,North America
Austin Hearst,2,59,United States,N,N,Y,N,N,N,NA,2007,6,1,0,0,Media,,Hearst Corp,"Bachelor of Arts / Science, California State Polytechnical University",1,55%,North America
Aydin Dogan,1.6,78,Turkey,Y,,,,,,,2007,8,2,1,1,Media,male,"media, Self Made",NA,NA,73%,Middle East
Ayman Hariri,1.6,37,Saudi Arabia,N,,,,,,,2007,10,1,0,0,Construction and Engineering,male,NA,NA,NA,91%,Middle East
B Thomas Golisano,1.8,67,United States,Y,N,Y,N,N,N,N,2007,4,1,0,0,Service,male,"self made, paychex","SUNY Tech Alfred, Associate in Arts / Science",1,36%,North America
Bachtiar Karim,2,59,Indonesia,N,,,,,,,2014,3,1,0,0,Manufacturing,male,manufacturing,NA,NA,75%,Asia
Bakhytbek Baiseitov,1,NA,Kazakhstan,Y,,,,,,,2009,1,1,0,0,Finance,male,"self made, Banks",NA,NA,11%,Middle East
Barbara Carlson Gage,2,72,United States,N,N,Y,N,N,N,NA,2007,9,1,0,0,Real Estate,female,"hotels, travel","Bachelor of Arts / Science, Northwestern University",1,82%,North America
Barbara Cox Anthony,12.6,83,United States,N,N,N,N,N,N,N,2007,1,1,0,0,Media,female,Media,"High School, Diploma",1,9%,North America
Barbara Hall Marshall,1,84,United States,N,N,Y,N,N,N,NA,2008,1,1,0,0,Media,female,Hallmark,"University of Kansas, Bachelor of Arts / Science",1,10%,North America
Barbara Piasecka Johnson,2.8,76,United States,N,N,Y,Y,N,N,NA,2007,7,1,0,0,Technology-Medical,female,Johnson & Johnson,"Bachelor of Arts / Science, University of Wroclaw; Master of Arts, University of Wroclaw",2,64%,North America
Barry Rosenstein,1.3,49,United States,N,N,Y,N,N,N,NA,2008,1,1,0,0,Investments,male,"self, hedge fund","Lehigh University, Bachelor of Arts / Science ; University of Pennsylvania Wharton School, Master of Business Administratio",2,10%,North America
Bautista Soler,1.4,78,Spain,Y,,,,,,,2007,1,1,0,0,Real Estate,male,"self made, Real Estate",NA,NA,9%,Europe
Begumhan Dogan Faralyali,1,31,Turkey,N,N,Y,N,Y,N,NA,2008,1,1,0,0,Media,female,media,"London School of Economics, Bachelor of Arts / Science; Stanford University, Master of Business Administration",2,10%,Middle East
Benedicta Chamberlain,1.2,71,United Kingdom,N,,,,,,,2014,2,1,0,0,Retail,female,alcohol,NA,NA,50%,Europe
Benny Subianto,1,72,Indonesia,Y,,,,,,,2011,3,3,2,1,Metals and Mining,male,"coal, investments, Self Made",NA,NA,43%,Asia
Bent Jensen,1.1,62,Denmark,N,N,Y,N,N,N,NA,2013,2,1,0,0,Technology,male,electric linear systems,"Bachelor of Arts / Science, University of Southern Denmark",1,40%,Europe
Bernardo Caprotti,2.2,90,Italy,Y,,,,,,,2015,2,1,0,0,Food and Beverages,male,"grocery stores, Self Made",NA,NA,67%,Europe
Bhupendra Kumar Modi,1.1,63,India,N,,,,,,,2011,2,1,0,0,,,NA,NA,NA,29%,Asia
Bill Adderley,1.75,67,United Kingdom,Y,,,,,,,2014,2,1,0,0,Retail,male,"home furnishings, Self Made",NA,NA,50%,Europe
Bill Marriott Jr,1.6,80,United States,N,N,Y,N,N,N,NA,2012,3,1,0,0,Real Estate,,hotels,"Bachelor of Arts / Science, University of Utah",1,50%,North America
Binny Bansal,1.2,33,India,Y,N,Y,N,N,N,NA,2016,1,1,0,0,Retail,,"flipkart, Self Made","Bachelor of Science in Engineering, Indian Institute of Technology; Bachelor of Science in Engineering, Indian Institute of Technology",2,50%,Asia
Birgit Rausing,11,88,Sweden,N,,,,,,,2007,6,1,0,0,Manufacturing,,packaging,NA,NA,55%,Europe
Bjorgolfur Gudmundsson,1.2,67,Iceland,Y,N,Y,N,N,N,NA,2007,2,1,0,0,Finance,male,"self made, Finance","Iceland College of Commerce in Reykjav<ed>k, Bachelor of Arts / Science",1,18%,Europe
Blairo Maggi,1.2,58,Brazil,N,,,,,,,2015,1,1,0,0,Agriculture,,agribusiness,NA,NA,33%,South America
Boguslaw Cupial,1,51,Poland,Y,,,,,,,2008,1,1,0,0,Manufacturing,male,"self made, Cable",NA,NA,10%,Europe
Boris Berezovsky,1.1,63,Russia,Y,,,,,,,2007,3,1,0,0,Investments,male,"self made, car dealership, Aeroflot, oil",NA,NA,27%,Europe
Boris Ivanishvili,4.7,55,Russia,Y,,,,,,,2007,5,1,0,0,Investments,,"investments, Self Made",NA,NA,45%,Europe
Bradley Hughes,5.3,78,United States,Y,N,Y,N,N,N,NA,2007,6,1,0,0,Retail,male,"self storage, Self Made","Bachelor of Arts / Science, University of Southern California",1,55%,North America
Brij Bhushan Singal,1.2,77,India,Y,N,N,Y,N,N,NA,2011,4,1,0,0,Manufacturing,male,"steel, Self Made","Master of Science, Delhi University",1,57%,Asia
Bruce Gordon,1,78,Australia,Y,,,,,,,2007,1,1,0,0,Media,,"media, Self Made",NA,NA,9%,Oceania
Bruce Wasserstein,2,61,United States,Y,N,Y,N,N,Y,NA,2009,1,1,0,0,Finance,male,"Finance, Self made","University of Michigan, Bachelor of Arts / Science ; Harvard University, Doctor of Jurisprudence",2,11%,North America
C. James Koch,1,64,United States,Y,N,Y,N,Y,Y,NA,2014,1,1,0,0,Retail,male,"beer, Self Made","Bachelor of Arts / Science, Harvard University; Master of Business Administration, Harvard University; Doctor of Jurisprudence, Harvard University",3,25%,North America
C.F. Chan,1.3,97,Hong Kong,Y,,,,,,,2016,1,1,0,0,Real Estate,,"hotels, Self Made",NA,NA,50%,Asia
Cai Xiaoru,1.2,36,China,Y,,,,,,,2016,1,1,0,0,Manufacturing,,"electronic components, Self Made",NA,NA,50%,Asia
Cameron Mackintosh,1.2,69,United Kingdom,Y,,,,,,,2016,1,1,0,0,Service,,"Musical Theater, Self Made",NA,NA,50%,Europe
Cao Dewang,1.1,61,China,N,,,,,,,2007,1,1,0,0,Manufacturing,male,Auto,NA,NA,9%,Asia
Caprotti Bernardo,2.3,88,Italy,Y,,,,,,,2014,1,1,0,0,Retail,male,"grocery stores, Self Made",NA,NA,25%,Europe
Carl Berg,1.3,75,United States,Y,N,Y,N,N,N,NA,2007,7,1,0,0,Real Estate,male,"real estate, Self Made","Bachelor of Arts / Science, University of New Mexico",1,64%,North America
Carl Lindner Jr,2.1,90,United States,Y,Y,N,N,N,N,NA,2007,4,1,0,0,Investments,male,"self made, Investments","High School, Drop Out",0,36%,North America
Carlos Francisco Ribeiro Jereissati,1.3,67,Brazil,Y,N,Y,N,N,N,NA,2014,1,1,0,0,Real Estate,male,"shopping malls, Self Made","Bachelor of Arts / Science, Universidade Presbiteriana Mackenzie",1,25%,South America
Carlos Martins,1,57,Brazil,Y,,,,,,,2014,1,1,0,0,Education,male,"education, Self Made",NA,NA,25%,South America
Cesar Mata Pires,1.55,NA,Brazil,Y,N,Y,N,N,N,NA,2014,1,1,0,0,Construction and Engineering,male,"construction, Self Made","Bachelor of Science in Engineering, Universidade Federal do Rio de Janeiro",1,25%,South America
Cha Yong-Keu,1.4,51,South Korea,Y,,,,,,,2008,1,1,0,0,Metals and Mining,male,"self made, Kazakhmys",NA,NA,10%,Asia
Chaleo Yoovidhya,3.1,80,Thailand,Y,,,,,,,2007,6,1,0,0,Food and Beverages,,"Drinks, Self Made",NA,NA,55%,Asia
Charles Butt,2.2,77,United States,N,N,Y,N,N,N,NA,2007,9,1,0,0,Retail,male,supermarkets,"Bachelor of Arts / Science, University of Pennsylvania Wharton School",1,82%,North America
Charles Cadogan,3.6,77,United Kingdom,N,,,,,,,2007,9,1,0,0,Real Estate,male,real estate,NA,NA,82%,Europe
Chen Din Hwa,2.6,89,Hong Kong,Y,,,,,,,2007,6,1,0,0,Real Estate,male,"real estate, Self Made",NA,NA,55%,Asia
Chen Jiangtao,1,54,China,Y,,,,,,,2016,1,1,0,0,Software,,"software, Self Made",NA,NA,50%,Asia
Chen Jianqiang,1,52,Hong Kong,Y,N,N,N,Y,N,NA,2011,1,1,0,0,Retail,,"retail, Self Made","Master of Business Administration, China Europe International Business School",1,14%,Asia
Chen Jinshi,1,50,China,Y,N,N,N,Y,N,N,2013,1,1,0,0,Construction and Engineering,,"construction & real estate, Self Made","EMBA, Fudan University",1,20%,Asia
Chen Jinsong,1.3,51,Hong Kong,Y,,,,,,,2015,1,1,0,0,Real Estate,,"real estate, Self Made",NA,NA,33%,Asia
Chen Miaolin,1,61,China,Y,,,,,,,2013,2,1,0,0,Real Estate,male,"hotels, Self Made",NA,NA,40%,Asia
Chen Tianqiao,1.2,42,China,Y,N,Y,N,N,N,NA,2010,6,1,0,0,Gaming,male,"online games, Self Made","Bachelor of Arts / Science, Fudan University",1,75%,Asia
Chen Yansheng,1.2,45,China,Y,,,,,,,2016,1,1,0,0,Retail,,"toys, entertainment, Self Made",NA,NA,50%,Asia
Chen Yihong,1.6,52,China,Y,N,N,N,Y,N,N,2008,3,2,1,1,Retail,,"retail, Self Made","EMBA, Lincoln University",1,30%,Asia
Chen Zemin,1.05,71,China,Y,,,,,,,2014,1,1,0,0,Retail,male,"food, Self Made",NA,NA,25%,Asia
Cheng Wei,1,33,China,Y,,,,,,,2016,1,1,0,0,Service,,"ride-hailing service, Self Made",NA,NA,50%,Asia
Cheng Yu-tung,6.5,90,Hong Kong,Y,,,,,,,2007,10,1,0,0,Real Estate,male,"diversified, Self Made",NA,NA,91%,Asia
Cher Wang & Wenchi Chen,2,54,Taiwan,N,,,,,,,2010,4,1,0,0,Technology,,HTC,NA,NA,50%,Asia
Cheung Chung Kiu,1.4,43,China,N,,,,,,,2008,1,1,0,0,Diversified,male,Diversified,NA,NA,10%,Asia
Cho Chang-Gul,1.1,76,South Korea,Y,N,Y,N,N,N,NA,2016,1,1,0,0,Retail,,"Furniture, Self Made","Bachelor of Arts / Science, Seoul National University",1,50%,Asia
Choy Kam Lok,1.3,69,Hong Kong,Y,,,,,,,2011,1,1,0,0,Health care,male,"pharmaceuticals, Self Made",NA,NA,14%,Asia
Chris Dawson,1,63,United Kingdom,Y,,,,,,,2015,1,1,0,0,Retail,male,"home goods retail, Self Made",NA,NA,33%,Europe
Chris Wallin,1.3,NA,Australia,Y,,,,,,,2011,2,1,0,0,Metals and Mining,male,"Coal, Self Made",NA,NA,29%,Oceania
Christa Gelpke,3.4,NA,Germany,N,,,,,,,2015,1,1,0,0,Health care,male,pharmaceuticals,NA,NA,33%,Europe
Christian & Olivier Courtin-Clarins,2.2,59,France,N,N,N,N,Y,N,NA,2013,1,1,0,0,Retail,male,Clarins,"Master of Business Administration, Ecole SS Economic & Commerical",1,20%,Europe
Christopher Burch,1,60,United States,Y,,,,,,,2013,2,1,0,0,Retail,male,"fashion, Self Made",NA,NA,40%,North America
Cigdem Sabanci Bilen,1,43,Turkey,N,,,,,,,2011,2,2,1,1,Diversified,,diversified,NA,NA,29%,Middle East
Clifford Illig,1.2,64,United States,Y,N,Y,N,N,N,NA,2015,1,1,0,0,Health care,male,"health care, Self Made","Bachelor of Arts / Science, University of Kansas",1,33%,North America
Conrad Prebys,1.2,82,United States,Y,N,Y,N,N,N,NA,2016,1,1,0,0,Real Estate,,"real estate, Self Made","Bachelor of Arts / Science, Indiana University",1,50%,North America
Constantino de Oliveira Jr,1.1,38,Brazil,N,Y,N,N,N,N,NA,2007,1,1,0,0,Logistics,male,GOL airlines,Drop Out,0,9%,South America
