artist,FeaturedArtists,main_genre,featured_genre
"Earth, Wind and Fire",NA,disco,
George Benson,NA,disco,
Bee Gees,NA,disco,
"Earth, Wind and Fire",NA,disco,
Barry Manilow,NA,disco,
Andy Gibb,NA,disco,
K.C. and The Sunshine Band,NA,disco,
Rose Royce,NA,disco,
Commodores,NA,soul,
Natalie Cole,NA,soul,
Barry Manilow,NA,disco,
Kenny Rogers,NA,country,
Barbra Streisand,NA,disco,
Barry Manilow,NA,disco,
K.C. and The Sunshine Band,NA,disco,
Bee Gees,NA,disco,
Rose Royce,NA,disco,
Andy Gibb,NA,disco,
Bee Gees,NA,disco,
Bee Gees,NA,disco,
Bee Gees,NA,disco,
Andy Gibb,NA,disco,
Commodores,NA,soul,
Chic,NA,disco,
Barry Manilow,NA,disco,
Olivia Newton-John,NA,disco,
Roberta Flack,NA,soul,
Natalie Cole,NA,soul,
Andy Gibb,NA,disco,
George Benson,NA,disco,
Barry Manilow,NA,disco,
Rick James,NA,hip-hop,
"Earth, Wind and Fire",NA,disco,
Chic,NA,disco,
Bee Gees,NA,disco,
Pointer Sisters,NA,disco,
Bee Gees,NA,disco,
Olivia Newton-John,NA,disco,
Chic,NA,disco,
Barbra Streisand,NA,disco,
Dionne Warwick,NA,soul,
Bee Gees,NA,disco,
Barbra Streisand,NA,disco,
"Earth, Wind and Fire",NA,disco,
Kenny Rogers,NA,country,
Sister Sledge,NA,disco,
Kenny Rogers,NA,country,
Charlie Daniels Band,NA,country,
Sister Sledge,NA,disco,
Hot Chocolate,NA,disco,
Cher,NA,pop,
"Earth, Wind and Fire",NA,disco,
Andy Gibb,NA,disco,
Chic,NA,disco,
"Earth, Wind and Fire",NA,disco,
Barry Manilow,NA,disco,
Diana Ross,NA,disco,
Commodores,NA,soul,
Olivia Newton-John,NA,disco,
Diana Ross,NA,disco,
K.C. and The Sunshine Band,NA,disco,
Commodores,NA,soul,
Kenny Rogers,NA,country,
Kenny Rogers,NA,country,
Kool and The Gang,NA,disco,
Barbra Streisand,NA,disco,
Shalamar,NA,disco,
Andy Gibb,NA,disco,
Dionne Warwick,NA,soul,
George Benson,NA,disco,
Kenny Rogers,NA,country,
Charlie Daniels Band,NA,country,
Barry Manilow,NA,disco,
Diana Ross,NA,disco,
Kenny Rogers,NA,country,
Kool and The Gang,NA,disco,
Sheena Easton,NA,disco,
Pointer Sisters,NA,disco,
Barbra Streisand,NA,disco,
Barbra Streisand,NA,disco,
Commodores,NA,soul,
Diana Ross,NA,disco,
Kenny Rogers,NA,country,
Gary U.S. Bonds,NA,blues,
Delbert McClinton,NA,blues,
Alabama,NA,pop,
Barbra Streisand,NA,disco,
Barry Manilow,NA,disco,
Olivia Newton-John,NA,disco,
Sheena Easton,NA,disco,
Sheena Easton,NA,disco,
Diana Ross,NA,disco,
Andy Gibb,NA,disco,
Olivia Newton-John,NA,disco,
George Benson,NA,disco,
"Earth, Wind and Fire",NA,disco,
Roberta Flack,NA,soul,
Diana Ross,NA,disco,
Alabama,NA,pop,
Karla Bonoff,NA,folk,
Commodores,NA,soul,
Kenny Rogers,NA,country,
Barbra Streisand,NA,disco,
Laura Branigan,NA,pop,
Kool and The Gang,NA,disco,
Olivia Newton-John,NA,disco,
Diana Ross,NA,disco,
Pointer Sisters,NA,disco,
Kenny Rogers,NA,country,
Thomas Dolby,NA,pop,
Lionel Richie,NA,disco,
Marvin Gaye,NA,disco,
Kenny Rogers,NA,country,
Lionel Richie,NA,disco,
Laura Branigan,NA,pop,
Laura Branigan,NA,pop,
Laura Branigan,NA,pop,
Lionel Richie,NA,disco,
Debarge,NA,rnb,
Dionne Warwick,NA,soul,
Shalamar,NA,disco,
Spandau Ballet,NA,pop,
"Earth, Wind and Fire",NA,disco,
Lionel Richie,NA,disco,
Lionel Richie,NA,disco,
Deniece Williams,NA,disco,
Pointer Sisters,NA,disco,
Laura Branigan,NA,pop,
Thompson Twins,NA,pop,
Kool and The Gang,NA,disco,
Lionel Richie,NA,disco,
Madonna,NA,pop,
Olivia Newton-John,NA,disco,
Pointer Sisters,NA,disco,
Billy Ocean,NA,disco,
Lionel Richie,NA,disco,
Kenny Rogers,NA,country,
Madonna,NA,pop,
Bananarama,NA,disco,
Wang Chung,NA,pop,
Pointer Sisters,NA,disco,
Madonna,NA,pop,
Debarge,NA,rnb,
Kool and The Gang,NA,disco,
Shalamar,NA,disco,
Madonna,NA,pop,
Madonna,NA,pop,
a-ha,NA,pop,
Kool and The Gang,NA,disco,
Whitney Houston,NA,rnb,
New Edition,NA,rnb,
Billy Ocean,NA,disco,
Debarge,NA,rnb,
Pointer Sisters,NA,disco,
Commodores,NA,soul,
Howard Jones,NA,pop,
Sheena Easton,NA,disco,
Whitney Houston,NA,rnb,
Diana Ross,NA,disco,
Billy Ocean,NA,disco,
Madonna,NA,pop,
Sade,NA,rnb,
Kool and The Gang,NA,disco,
Ashford and Simpson,NA,disco,
Madonna,NA,pop,
Thompson Twins,NA,pop,
Debarge,NA,rnb,
Kool and The Gang,NA,disco,
Lionel Richie,NA,disco,
Madonna,NA,pop,
Sheena Easton,NA,disco,
Lionel Richie,NA,disco,
Whitney Houston,NA,rnb,
Whitney Houston,NA,rnb,
Atlantic Starr,NA,rnb,
Billy Ocean,NA,disco,
Simply Red,NA,disco,
Madonna,NA,pop,
Billy Ocean,NA,disco,
Janet Jackson,NA,pop,
Madonna,NA,pop,
Bananarama,NA,disco,
Lionel Richie,NA,disco,
Janet Jackson,NA,pop,
Howard Jones,NA,pop,
Orchestral Manoeuvres In The Dark,NA,pop,
Sade,NA,rnb,
Janet Jackson,NA,pop,
Scritti Politti,NA,pop,
Cameo,NA,disco,
Madonna,NA,pop,
Thompson Twins,NA,pop,
Lionel Richie,NA,disco,
Whitney Houston,NA,rnb,
Wang Chung,NA,pop,
Atlantic Starr,NA,rnb,
Whitney Houston,NA,rnb,
Madonna,NA,pop,
Janet Jackson,NA,pop,
Madonna,NA,pop,
Madonna,NA,pop,
Janet Jackson,NA,pop,
Suzanne Vega,NA,folk,
Bananarama,NA,disco,
Madonna,NA,pop,
Kool and The Gang,NA,disco,
Lionel Richie,NA,disco,
Whitney Houston,NA,rnb,
Billy Ocean,NA,disco,
Johnny Hates Jazz,NA,pop,
Whitney Houston,NA,rnb,
Kylie Minogue,NA,electronic/dance,
New Edition,NA,rnb,
Keith Sweat,NA,rnb,
Natalie Cole,NA,soul,
Tracy Chapman,NA,folk,
Bobby Brown,NA,rnb,
Whitney Houston,NA,rnb,
Cher,NA,pop,
Bobby Brown,NA,rnb,
Janet Jackson,NA,pop,
Bobby Brown,NA,rnb,
Madonna,NA,pop,
Tone Loc,NA,hip-hop,
Cher,NA,pop,
Sheena Easton,NA,disco,
Bobby Brown,NA,rnb,
Madonna,NA,pop,
Madonna,NA,pop,
Tone Loc,NA,hip-hop,
Natalie Cole,NA,soul,
Jeff Healey Band,NA,blues,
Cher,NA,pop,
Bobby Brown,NA,rnb,
Babyface,NA,rnb,
Bobby Brown,NA,rnb,
Soul II Soul,NA,disco,
Sinead O'Connor,NA,folk,
Madonna,NA,pop,
Mariah Carey,NA,rnb,
En Vogue,NA,rnb,
Janet Jackson,NA,pop,
Lisa Stansfield,NA,disco,
Johnny Gill,NA,rnb,
Janet Jackson,NA,pop,
Janet Jackson,NA,pop,
M.C. Hammer,NA,hip-hop,
Janet Jackson,NA,pop,
M.C. Hammer,NA,hip-hop,
Janet Jackson,NA,pop,
Mariah Carey,NA,rnb,
Cher,NA,pop,
Babyface,NA,rnb,
Keith Sweat,NA,rnb,
Boyz II Men,NA,rnb,
Mariah Carey,NA,rnb,
Whitney Houston,NA,rnb,
Janet Jackson,NA,pop,
Madonna,NA,pop,
Mariah Carey,NA,rnb,
Mariah Carey,NA,rnb,
Whitney Houston,NA,rnb,
Mariah Carey,NA,rnb,
Keith Sweat,NA,rnb,
Tevin Campbell,NA,rnb,
Boyz II Men,NA,rnb,
En Vogue,NA,rnb,
Mariah Carey,NA,rnb,
Madonna,NA,pop,
Mariah Carey,NA,rnb,
Atlantic Starr,NA,rnb,
En Vogue,NA,rnb,
Bobby Brown,NA,rnb,
Boyz II Men,NA,rnb,
Mariah Carey,NA,rnb,
Boyz II Men,NA,rnb,
Mary J. Blige,NA,pop,
En Vogue,NA,rnb,
Keith Sweat,NA,rnb,
Whitney Houston,NA,rnb,
Janet Jackson,NA,pop,
SWV,NA,hip-hop,
Mariah Carey,NA,rnb,
Wreckx-N-Effect,NA,hip-hop,
Boyz II Men,NA,rnb,
Janet Jackson,NA,pop,
SWV,NA,hip-hop,
Whitney Houston,NA,rnb,
Whitney Houston,NA,rnb,
Toni Braxton,NA,pop,
Bobby Brown,NA,rnb,
Brian McKnight,NA,rnb,
Xscape,NA,rnb,
Mary J. Blige,NA,pop,
Zhane,NA,rnb,
Madonna,NA,pop,
Madonna,NA,pop,
Janet Jackson,NA,pop,
En Vogue,NA,rnb,
Boyz II Men,NA,rnb,
Mariah Carey,NA,rnb,
Toni Braxton,NA,pop,
Janet Jackson,NA,pop,
Madonna,NA,pop,
Toni Braxton,NA,pop,
Aaliyah,NA,pop,
Babyface,NA,rnb,
Tevin Campbell,NA,rnb,
Melissa Etheridge,NA,folk,
Changing Faces,NA,rnb,
Tevin Campbell,NA,rnb,
Mariah Carey,NA,rnb,
Janet Jackson,NA,pop,
Xscape,NA,rnb,
Babyface,NA,rnb,
Xscape,NA,rnb,
Aaliyah,NA,pop,
Zhane,NA,rnb,
Gabrielle,NA,soul,
SWV,NA,hip-hop,
Madonna,NA,pop,
Melissa Etheridge,NA,folk,
Tevin Campbell,NA,rnb,
Babyface,NA,rnb,
Boyz II Men,NA,rnb,
Mariah Carey,NA,rnb,
Madonna,NA,pop,
Boyz II Men,NA,rnb,
Janet Jackson,NA,pop,
Jon B.,NA,rnb,
Brownstone,NA,rnb,
Melissa Etheridge,NA,folk,
Boyz II Men,NA,rnb,
Del Amitri,NA,pop,
Natalie Merchant,NA,folk,
Madonna,NA,pop,
Boyz II Men,NA,rnb,
Mariah Carey,NA,rnb,
Mariah Carey,NA,rnb,
Tracy Chapman,NA,folk,
Keith Sweat,NA,rnb,
Everything But The Girl,NA,electronic/dance,
Whitney Houston,NA,rnb,
Joan Osborne,NA,folk,
Natalie Merchant,NA,folk,
Mary J. Blige,NA,pop,
SWV,NA,hip-hop,
Whitney Houston,NA,rnb,
Mariah Carey,NA,rnb,
Madonna,NA,pop,
Aaliyah,NA,pop,
Keith Sweat,NA,rnb,
Natalie Merchant,NA,folk,
Melissa Etheridge,NA,folk,
Toni Braxton,NA,pop,
Janet Jackson,NA,pop,
New Edition,NA,rnb,
Toni Braxton,NA,pop,
En Vogue,NA,rnb,
Spice Girls,NA,pop,
Keith Sweat,NA,rnb,
Babyface,NA,rnb,
Spice Girls,NA,pop,
Boyz II Men,NA,rnb,
Changing Faces,NA,rnb,
Mariah Carey,NA,rnb,
Whitney Houston,NA,rnb,
Spice Girls,NA,pop,
Paula Cole,NA,folk,
Shawn Colvin,NA,folk,
New Edition,NA,rnb,
702,NA,rnb,
Barbra Streisand,NA,disco,
Sarah McLachlan,NA,folk,
Aaliyah,NA,pop,
Brian McKnight,NA,rnb,
Madonna,NA,pop,
SWV,NA,hip-hop,
Keith Sweat,NA,rnb,
Madonna,NA,pop,
Ray J,NA,rnb,
Paula Cole,NA,folk,
Will Smith,NA,hip-hop,
Mariah Carey,NA,rnb,
Sarah McLachlan,NA,folk,
Boyz II Men,NA,rnb,
Madonna,NA,pop,
Jon B.,NA,rnb,
Xscape,NA,rnb,
Spice Girls,NA,pop,
Kelly Price,NA,rnb,
Madonna,NA,pop,
Spice Girls,NA,pop,
Aaliyah,NA,pop,
Boyz II Men,NA,rnb,
Cher,NA,pop,
Whitney Houston,NA,rnb,
Christina Aguilera,NA,rnb,
Sugar Ray,NA,alternative/indie,
702,NA,rnb,
Sarah McLachlan,NA,folk,
Sugar Ray,NA,alternative/indie,
Will Smith,NA,hip-hop,
Mariah Carey,NA,rnb,
Mariah Carey,NA,rnb,
Lauryn Hill,NA,pop,
Whitney Houston,NA,rnb,
Will Smith,NA,hip-hop,
Lauryn Hill,NA,pop,
Sarah McLachlan,NA,folk,
Whitney Houston,NA,rnb,
Brian McKnight,NA,rnb,
Alabama,NA,pop,
Toni Braxton,NA,pop,
Aaliyah,NA,pop,
Madonna,NA,pop,
Christina Aguilera,NA,rnb,
Brian McKnight,NA,rnb,
Christina Aguilera,NA,rnb,
Blink 182,NA,pop,
Christina Aguilera,NA,rnb,
Mariah Carey,NA,rnb,
Whitney Houston,NA,rnb,
Avant,NA,pop,
Donell Jones,NA,hip-hop,
Kid Rock,NA,alternative/indie,
Donell Jones,NA,hip-hop,
Aaliyah,NA,pop,
Lifehouse,NA,alternative/indie,
Alicia Keys,NA,pop,
Shaggy,NA,reggae,
Shaggy,NA,reggae,
Crazy Town,NA,alternative/indie,
Mary J. Blige,NA,pop,
Madonna,NA,pop,
Craig David,NA,rnb,
Nelly Furtado,NA,pop,
Sugar Ray,NA,alternative/indie,
Sunshine Anderson,NA,rnb,
Musiq Soulchild,NA,rnb,
Nelly Furtado,NA,pop,
Mariah Carey,NA,rnb,
Eve 6,NA,alternative/indie,
Jimmy Eat World,NA,pop,
Mary J. Blige,NA,pop,
Kelly Clarkson,NA,pop,
Kylie Minogue,NA,electronic/dance,
Alicia Keys,NA,pop,
Craig David,NA,rnb,
Aaliyah,NA,pop,
Mary J. Blige,NA,pop,
Mary J. Blige,NA,pop,
Aaliyah,NA,pop,
Jaheim,NA,rnb,
B2K,NA,hip-hop,
Nelly Furtado,NA,pop,
Beyonce,NA,rnb,
Aaliyah,NA,pop,
Kid Rock,NA,alternative/indie,
Lil Jon,NA,hip-hop,
Beyonce,NA,rnb,
Christina Aguilera,NA,rnb,
B2K,NA,hip-hop,
Kelly Clarkson,NA,pop,
Trapt,NA,alternative/indie,
Jason Mraz,NA,pop,
Christina Aguilera,NA,rnb,
Frankie J,NA,rnb,
Christina Aguilera,NA,rnb,
Jaheim,NA,rnb,
Ruben Studdard,NA,rnb,
Aaliyah,NA,pop,
Floetry,NA,hip-hop,
Alicia Keys,NA,pop,
Petey Pablo,NA,hip-hop,
Beyonce,NA,rnb,
Alicia Keys,NA,pop,
Alicia Keys,NA,pop,
Ashlee Simpson,NA,pop,
Kelis,NA,pop,
Kanye West,NA,hip-hop,
Kanye West,NA,hip-hop,
Ruben Studdard,NA,rnb,
Kanye West,NA,hip-hop,
Avant,NA,pop,
Finger Eleven,NA,alternative/indie,
Beyonce,NA,rnb,
Lil Jon,NA,hip-hop,
Kelly Clarkson,NA,pop,
Mariah Carey,NA,rnb,
Kelly Clarkson,NA,pop,
Kanye West,NA,hip-hop,
Green Day,NA,pop,
Kelly Clarkson,NA,pop,
Lifehouse,NA,alternative/indie,
Mariah Carey,NA,rnb,
Rihanna,NA,rnb,
Lil Jon,NA,hip-hop,
Kelly Clarkson,NA,pop,
Will Smith,NA,hip-hop,
Frankie J,NA,rnb,
Papa Roach,NA,alternative/indie,
Green Day,NA,pop,
Green Day,NA,pop,
Alicia Keys,NA,pop,
Gavin DeGraw,NA,pop,
Amerie,NA,hip-hop,
Foo Fighters,NA,alternative/indie,
Mariah Carey,NA,rnb,
Kelly Clarkson,NA,pop,
Jesse McCartney,NA,pop,
Natasha Bedingfield,NA,pop,
John Legend,NA,pop,
Gavin DeGraw,NA,pop,
Nelly Furtado,NA,pop,
James Blunt,NA,pop,
Natasha Bedingfield,NA,pop,
Beyonce,NA,rnb,
Mary J. Blige,NA,pop,
Rihanna,NA,rnb,
Lil Jon,NA,hip-hop,
Rihanna,NA,rnb,
Christina Aguilera,NA,rnb,
Kanye West,NA,hip-hop,
Bubba Sparxxx,NA,hip-hop,
Kelly Clarkson,NA,pop,
Fort Minor,NA,pop,
Kelly Clarkson,NA,pop,
Mariah Carey,NA,rnb,
Cherish,NA,rnb,
Kelis,NA,pop,
Ray J,NA,rnb,
Daddy Yankee,NA,reggae,
Blue October,NA,alternative/indie,
Lifehouse,NA,alternative/indie,
Madonna,NA,pop,
Beyonce,NA,rnb,
Rihanna,NA,rnb,
Plain White T's,NA,pop,
Nelly Furtado,NA,pop,
Daughtry,NA,alternative/indie,
Timbaland,NA,hip-hop,
Timbaland,NA,hip-hop,
Daughtry,NA,alternative/indie,
Kanye West,NA,hip-hop,
Robin Thicke,NA,pop,
Beyonce,NA,rnb,
Timbaland,NA,hip-hop,
Colbie Caillat,NA,pop,
Kelly Clarkson,NA,pop,
J. Holiday,NA,pop,
Alicia Keys,NA,pop,
Boys Like Girls,NA,pop,
Rihanna,NA,rnb,
Lifehouse,NA,alternative/indie,
Rihanna,NA,rnb,
Finger Eleven,NA,alternative/indie,
Leona Lewis,NA,rnb,
Alicia Keys,NA,pop,
Lil Wayne,NA,hip-hop,
Timbaland,NA,hip-hop,
Sara Bareilles,NA,pop,
Ray J,NA,rnb,
Rihanna,NA,rnb,
Rihanna,NA,rnb,
Rihanna,NA,rnb,
Natasha Bedingfield,NA,pop,
Colbie Caillat,NA,pop,
Mariah Carey,NA,rnb,
Madonna,NA,pop,
Finger Eleven,NA,alternative/indie,
Jason Mraz,NA,pop,
Jesse McCartney,NA,pop,
OneRepublic,NA,pop,
Lil Wayne,NA,hip-hop,
Lil Wayne,NA,hip-hop,
Buckcherry,NA,alternative/indie,
Alicia Keys,NA,pop,
Leona Lewis,NA,rnb,
Rihanna,NA,rnb,
J. Holiday,NA,pop,
Colbie Caillat,NA,pop,
Natasha Bedingfield,NA,pop,
Kanye West,NA,hip-hop,
Kanye West,NA,hip-hop,
Mary J. Blige,NA,pop,
Kid Rock,NA,alternative/indie,
Gavin DeGraw,NA,pop,
Kanye West,NA,hip-hop,
Lil Wayne,NA,hip-hop,
Daughtry,NA,alternative/indie,
Timbaland,NA,hip-hop,
Saving Abel,NA,alternative/indie,
Jason Mraz,NA,pop,
Beyonce,NA,rnb,
Kanye West,NA,hip-hop,
Kelly Clarkson,NA,pop,
Beyonce,NA,rnb,
Shinedown,NA,alternative/indie,
Mariah Carey,NA,rnb,
Kanye West,NA,hip-hop,
Beyonce,NA,rnb,
Owl City,NA,pop,
Daughtry,NA,alternative/indie,
Beyonce,NA,rnb,
Colbie Caillat,NA,pop,
Boys Like Girls,NA,pop,
Rihanna,NA,rnb,
Green Day,NA,pop,
Beyonce,NA,rnb,
Jesse McCartney,NA,pop,
Kelly Clarkson,NA,pop,
John Legend,NA,pop,
Kelly Clarkson,NA,pop,
Rihanna,NA,rnb,
Script,NA,pop,
Owl City,NA,pop,
Timbaland,NA,hip-hop,
Rihanna,NA,rnb,
Rihanna,NA,rnb,
OneRepublic,NA,pop,
Boys Like Girls,NA,pop,
Kelly Clarkson,NA,pop,
OneRepublic,NA,pop,
Timbaland,NA,hip-hop,
Beyonce,NA,rnb,
Lil Wayne,NA,hip-hop,
Sara Bareilles,NA,pop,
Daughtry,NA,alternative/indie,
Rihanna,NA,rnb,
Rihanna,NA,rnb,
Lil Wayne,NA,hip-hop,
OneRepublic,NA,pop,
Rihanna,NA,rnb,
Lil Wayne,NA,hip-hop,
Kanye West,NA,hip-hop,
Script,NA,pop,
Rihanna,NA,rnb,
Rihanna,NA,rnb,
Beyonce,NA,rnb,
Lil Wayne,NA,hip-hop,
Kelly Clarkson,NA,pop,
Rihanna,NA,rnb,
Rihanna,NA,rnb,
Jason Mraz,NA,pop,
Owl City,NA,pop,
Gavin DeGraw,NA,pop,
Rihanna,NA,rnb,
Rihanna,NA,rnb,
Rihanna,NA,rnb,
Robin Thicke,NA,pop,
Rihanna,NA,rnb,
Rihanna,NA,rnb,
Lil Wayne,NA,hip-hop,
Alicia Keys,NA,pop,
OneRepublic,NA,pop,
Kelly Clarkson,NA,pop,
Rihanna,NA,rnb,
Script,NA,pop,
Sara Bareilles,NA,pop,
John Legend,NA,pop,
OneRepublic,NA,pop,
Disclosure,NA,pop,
American Authors,NA,pop,
Beyonce,NA,rnb,
OneRepublic,NA,pop,
Martin Garrix,NA,pop,
Sara Bareilles,NA,pop,
Robin Thicke,NA,pop,
Lil Wayne,NA,hip-hop,
Beyonce,NA,rnb,
The Weeknd,NA,hip-hop,
The Weeknd,NA,hip-hop,
The Weeknd,NA,hip-hop,
Major Lazer,NA,pop,
Andy Grammer,NA,pop,
Kelly Clarkson,NA,pop,
Ella Henderson,NA,pop,
Nat King Cole,NA,jazz,
Andrews Sisters,NA,jazz,
Bing Crosby,NA,jazz,
Nat King Cole,NA,jazz,
Rosemary Clooney,NA,jazz,
Rosemary Clooney,NA,jazz,
Rosemary Clooney,NA,jazz,
Nat King Cole,NA,jazz,
Rosemary Clooney,NA,jazz,
Rosemary Clooney,NA,jazz,
Nat King Cole,NA,jazz,
Nat King Cole,NA,jazz,
Platters,NA,rnb,
Platters,NA,rnb,
Platters,NA,rnb,
Bing Crosby,NA,jazz,
Little Richard,NA,soul,
Nat King Cole,NA,jazz,
Platters,NA,rnb,
Nat King Cole,NA,jazz,
Peggy Lee,NA,swing,
Coasters,NA,soul,
Nat King Cole,NA,jazz,
Coasters,NA,soul,
Little Richard,NA,soul,
Little Richard,NA,soul,
Chuck Willis,NA,rnb,
Tommy Edwards,NA,blues,
Platters,NA,rnb,
Coasters,NA,soul,
Jimmy Clanton,NA,blues,
Kingston Trio,NA,folk,
Little Anthony and The Imperials,NA,blues,
Bobby Darin,NA,soul,
Big Bopper,NA,rnb,
Bobby Darin,NA,soul,
Chuck Willis,NA,rnb,
Peggy Lee,NA,swing,
Johnny Horton,NA,country,
Bobby Darin,NA,soul,
Bobby Darin,NA,soul,
Platters,NA,rnb,
Coasters,NA,soul,
Dinah Washington,NA,swing,
Coasters,NA,soul,
Jackie Wilson,NA,soul,
Platters,NA,rnb,
Skyliners,NA,blues,
Kingston Trio,NA,folk,
Coasters,NA,soul,
Johnny Horton,NA,country,
Bobby Darin,NA,soul,
Jimmy Clanton,NA,blues,
Jackie Wilson,NA,soul,
Dinah Washington,NA,swing,
Capris,NA,blues,
Lee Dorsey,NA,blues,
Bobby Darin,NA,soul,
Nat King Cole,NA,jazz,
Gary U.S. Bonds,NA,blues,
Bobby Darin,NA,soul,
Jimmy Clanton,NA,blues,
Gary U.S. Bonds,NA,blues,
Kingston Trio,NA,folk,
Bobby Darin,NA,soul,
Nat King Cole,NA,jazz,
Jackie Wilson,NA,soul,
Marvin Gaye,NA,disco,
Doris Troy,NA,rnb,
Nat King Cole,NA,jazz,
Supremes,NA,soul,
Peter and Gordon,NA,blues,
Supremes,NA,soul,
Dusty Springfield,NA,soul,
Dionne Warwick,NA,soul,
Betty Everett,NA,rnb,
Four Tops,NA,soul,
Temptations,NA,disco,
Dionne Warwick,NA,soul,
Sammy Davis Jr.,NA,jazz,
Four Tops,NA,soul,
Petula Clark,NA,folk,
Temptations,NA,disco,
Sonny and Cher,NA,folk,
Supremes,NA,soul,
Seekers,NA,folk,
Petula Clark,NA,folk,
Supremes,NA,soul,
Marvin Gaye,NA,disco,
Sonny and Cher,NA,folk,
Peter and Gordon,NA,blues,
Peter and Gordon,NA,blues,
Four Tops,NA,soul,
Cher,NA,pop,
Little Anthony and The Imperials,NA,blues,
Marvin Gaye,NA,disco,
Four Tops,NA,soul,
Supremes,NA,soul,
Petula Clark,NA,folk,
Supremes,NA,soul,
Dusty Springfield,NA,soul,
Temptations,NA,disco,
Peter and Gordon,NA,blues,
Cher,NA,pop,
Temptations,NA,disco,
Bobby Darin,NA,soul,
Lee Dorsey,NA,blues,
Dionne Warwick,NA,soul,
Lou Rawls,NA,disco,
Supremes,NA,soul,
Peter and Gordon,NA,blues,
Wilson Pickett,NA,soul,
Supremes,NA,soul,
Supremes,NA,soul,
Dionne Warwick,NA,soul,
Petula Clark,NA,folk,
Jackie Wilson,NA,soul,
Temptations,NA,disco,
Seekers,NA,folk,
Wilson Pickett,NA,soul,
Four Tops,NA,soul,
Sonny and Cher,NA,folk,
Janis Ian,NA,folk,
Petula Clark,NA,folk,
Temptations,NA,disco,
Dionne Warwick,NA,soul,
Bee Gees,NA,disco,
Eric Burdon,NA,blues,
Dionne Warwick,NA,soul,
Temptations,NA,disco,
Marvin Gaye,NA,disco,
Sammy Davis Jr.,NA,jazz,
Temptations,NA,disco,
Dionne Warwick,NA,soul,
Marvin Gaye,NA,disco,
Kenny Rogers,NA,country,
Diana Ross,NA,disco,
Marvin Gaye,NA,disco,
Diana Ross,NA,disco,
Eric Burdon,NA,blues,
Temptations,NA,disco,
Kenny Rogers,NA,country,
Four Tops,NA,soul,
Supremes,NA,soul,
Temptations,NA,disco,
Dionne Warwick,NA,soul,
Bee Gees,NA,disco,
Temptations,NA,disco,
Joan Baez,NA,folk,
Marvin Gaye,NA,disco,
Bill Withers,NA,disco,
Marvin Gaye,NA,disco,
Olivia Newton-John,NA,disco,
Judy Collins,NA,folk,
Bee Gees,NA,disco,
Roberta Flack,NA,soul,
Sammy Davis Jr.,NA,jazz,
Bill Withers,NA,disco,
Roberta Flack,NA,soul,
Cher,NA,pop,
Sonny and Cher,NA,folk,
Bill Withers,NA,disco,
Curtis Mayfield,NA,disco,
Roberta Flack,NA,soul,
Marvin Gaye,NA,disco,
Diana Ross,NA,disco,
Cher,NA,pop,
Dr. John,NA,blues,
Barry White,NA,disco,
Eddie Kendricks,NA,disco,
Four Tops,NA,soul,
Curtis Mayfield,NA,disco,
Temptations,NA,disco,
Pointer Sisters,NA,disco,
Temptations,NA,disco,
Barbra Streisand,NA,disco,
Kool and The Gang,NA,disco,
Blue Magic,NA,disco,
Olivia Newton-John,NA,disco,
Eddie Kendricks,NA,disco,
Olivia Newton-John,NA,disco,
Cher,NA,pop,
Roberta Flack,NA,soul,
Dionne Warwick,NA,soul,
Barry White,NA,disco,
Kool and The Gang,NA,disco,
Olivia Newton-John,NA,disco,
"Earth, Wind and Fire",NA,disco,
Bee Gees,NA,disco,
Minnie Riperton,NA,disco,
Janis Ian,NA,folk,
Average White Band,NA,disco,
Barry Manilow,NA,disco,
Olivia Newton-John,NA,disco,
Barry Manilow,NA,disco,
Barry White,NA,disco,
Olivia Newton-John,NA,disco,
"Earth, Wind and Fire",NA,disco,
K.C. and The Sunshine Band,NA,disco,
Average White Band,NA,disco,
Eddie Kendricks,NA,disco,
Barry Manilow,NA,disco,
Diana Ross,NA,disco,
Hot Chocolate,NA,disco,
K.C. and The Sunshine Band,NA,disco,
Commodores,NA,soul,
Bee Gees,NA,disco,
Lou Rawls,NA,disco,
Elvin Bishop,NA,blues,
John Sebastian,NA,folk,
"Earth, Wind and Fire",NA,disco,
George Benson,NA,disco,
Bee Gees,NA,disco,
"Earth, Wind and Fire",NA,disco,
Barry Manilow,NA,disco,
Andy Gibb,NA,disco,
K.C. and The Sunshine Band,NA,disco,
Rose Royce,NA,disco,
Commodores,NA,soul,
Natalie Cole,NA,soul,
Barry Manilow,NA,disco,
Kenny Rogers,NA,country,
Barbra Streisand,NA,disco,
Barry Manilow,NA,disco,
K.C. and The Sunshine Band,NA,disco,
Bee Gees,NA,disco,
Rose Royce,NA,disco,
Andy Gibb,NA,disco,
Bee Gees,NA,disco,
Bee Gees,NA,disco,
Bee Gees,NA,disco,
Andy Gibb,NA,disco,
Commodores,NA,soul,
Chic,NA,disco,
Barry Manilow,NA,disco,
Olivia Newton-John,NA,disco,
Roberta Flack,NA,soul,
Natalie Cole,NA,soul,
Andy Gibb,NA,disco,
George Benson,NA,disco,
Barry Manilow,NA,disco,
Rick James,NA,hip-hop,
"Earth, Wind and Fire",NA,disco,
Chic,NA,disco,
Bee Gees,NA,disco,
Pointer Sisters,NA,disco,
Bee Gees,NA,disco,
Olivia Newton-John,NA,disco,
Chic,NA,disco,
